Gene	ancestry	rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
STBD1	aft	low	ENSBTAG00000010389	ENSBTAT00000013713	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
STOM	aft	low	ENSBTAG00000038375	ENSBTAT00000052503	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
STON1	aft	low	ENSBTAG00000004168	ENSBTAT00000005457	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
STX19	aft	low	ENSBTAG00000005162	ENSBTAT00000006804	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SULT1C4	aft	low	ENSBTAG00000026672	ENSBTAT00000038028	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
T2R10C	aft	low	ENSBTAG00000030461	ENSBTAT00000042999	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAP	aft	low	ENSBTAG00000048171	ENSBTAT00000063757	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TARBP1	aft	low	ENSBTAG00000004517	ENSBTAT00000005936	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TAS2R10	aft	low	ENSBTAG00000030463	ENSBTAT00000043000	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAS2R7	aft	low	ENSBTAG00000051374	ENSBTAT00000082851	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAS2R8	aft	low	ENSBTAG00000048398	ENSBTAT00000076866	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TBP	aft	low	ENSBTAG00000007686	ENSBTAT00000038996	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TEX45	aft	low	ENSBTAG00000002629	ENSBTAT00000003404	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TFAP2B	aft	low	ENSBTAG00000020426	ENSBTAT00000027222	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TGFBI	aft	low	ENSBTAG00000009513	ENSBTAT00000012519	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TMEM132C	aft	low	ENSBTAG00000046256	ENSBTAT00000065856	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TMEM25	aft	low	ENSBTAG00000012940	ENSBTAT00000019835	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TMPRSS13	aft	low	ENSBTAG00000008342	ENSBTAT00000010989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TMTC1	aft	low	ENSBTAG00000005370	ENSBTAT00000007064	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
TNF	aft	low	ENSBTAG00000025471	ENSBTAT00000035815	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TNS3	aft	low	ENSBTAG00000009655	ENSBTAT00000012722	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPP1	aft	low	ENSBTAG00000015403	ENSBTAT00000020469	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
TRAPPC9	aft	low	ENSBTAG00000013955	ENSBTAT00000037373	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRHDE	aft	low	ENSBTAG00000018575	ENSBTAT00000049552	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TTC28	aft	low	ENSBTAG00000012193	ENSBTAT00000031632	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TTC39B	aft	low	ENSBTAG00000003943	ENSBTAT00000032429	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TTI1	aft	low	ENSBTAG00000004100	ENSBTAT00000005359	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TXLNA	aft	low	ENSBTAG00000012867	ENSBTAT00000017100	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
U1	aft	low	ENSBTAG00000028628	ENSBTAT00000041009	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	1	1
UBR3	aft	low	ENSBTAG00000020296	ENSBTAT00000061386	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
USP47	aft	low	ENSBTAG00000010919	ENSBTAT00000014505	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VDR	aft	low	ENSBTAG00000016414	ENSBTAT00000021832	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
VPS13B	aft	low	ENSBTAG00000012357	ENSBTAT00000046137	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
WBP11	aft	low	ENSBTAG00000014759	ENSBTAT00000019637	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
WDR7	aft	low	ENSBTAG00000004005	ENSBTAT00000005230	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
WFDC11	aft	low	ENSBTAG00000030798	ENSBTAT00000043527	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
WIZ	aft	low	ENSBTAG00000010450	ENSBTAT00000013795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
XPO1	aft	low	ENSBTAG00000013254	ENSBTAT00000017629	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
XPO5	aft	low	ENSBTAG00000018970	ENSBTAT00000025250	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
XRN2	aft	low	ENSBTAG00000011304	ENSBTAT00000015019	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ZC3HC1	aft	low	ENSBTAG00000011247	ENSBTAT00000014941	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ZDHHC13	aft	low	ENSBTAG00000020642	ENSBTAT00000027508	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZFYVE26	aft	low	ENSBTAG00000014334	ENSBTAT00000043260	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ZNF26	aft	low	ENSBTAG00000053029	ENSBTAT00000068940	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZNF358	aft	low	ENSBTAG00000046837	ENSBTAT00000066296	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZNF408	aft	low	ENSBTAG00000027557	ENSBTAT00000039630	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZNF572	aft	low	ENSBTAG00000009072	ENSBTAT00000011959	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ZNF605	aft	low	ENSBTAG00000005240	ENSBTAT00000006896	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZNF672	aft	low	ENSBTAG00000046984	ENSBTAT00000063733	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF692	aft	low	ENSBTAG00000021115	ENSBTAT00000028133	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ZYG11A	aft	low	ENSBTAG00000026032	ENSBTAT00000052828	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
